price,AreA,bedrooms,BATHROOMS,stories,mainroad,guestroom,basement,hotwaterheating,air conditioning,parking,prefarea,furnishing STATUS,houSeaGe
4270000.0,6360.0,2.0,,1.0,,no,no,no,no,0.0,no,furnished,
3360000.0,3720.0,2.0,1.0,1.0,no,no,no,no,yes,0.0,no,unfurnished,
7980000.0,9000.0,4.0,3.0,4.0,yes,no,no,no,yes,2.0,no,furnished,
7070000.0,6240.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,no,furnished,
2590000.0,3600.0,2.0,2.0,2.0,yes,no,yes,no,no,1.0,no,furnished,
2660000.0,3480.0,2.0,,1.0,yes,no,no,no,no,1.0,no,semi-furnished,
3465000.0,5320.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,yes,unfurnished,
8120000.0,6840.0,5.0,2.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,
3430000.0,4000.0,,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
8575000.0,8801.0,3.0,3.0,2.0,yes,no,no,no,yes,2.0,no,furnished,
3850000.0,3180.0,2.0,2.0,1.0,yes,no,yes,no,no,2.0,no,semi-furnished,
6265000.0,6000.0,4.0,1.0,3.0,yes,yes,yes,no,no,0.0,yes,unfurnished,
5320000.0,7800.0,3.0,1.0,1.0,yes,no,yes,no,yes,2.0,yes,unfurnished,
7350000.0,5151.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,semi-furnished,
3325000.0,4040.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,
6895000.0,7701.0,3.0,2.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,
4830000.0,4160.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,no,unfurnished,
3640000.0,3180.0,3.0,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,
3045000.0,3800.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
7840000.0,6360.0,3.0,2.0,4.0,yes,no,no,no,yes,0.0,yes,furnished,
5950000.0,7231.0,3.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,
8400000.0,7951.0,5.0,2.0,2.0,yes,no,yes,yes,no,2.0,no,unfurnished,
4655000.0,3745.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,furnished,
4830000.0,4815.0,2.0,1.0,1.0,yes,no,no,no,yes,0.0,yes,semi-furnished,
4200000.0,5040.0,3.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,unfurnished,
2870000.0,6000.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
4900000.0,6300.0,3.0,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,
5145000.0,3410.0,3.0,1.0,2.0,no,no,no,no,yes,0.0,no,semi-furnished,
5460000.0,3150.0,3.0,2.0,1.0,yes,yes,yes,no,yes,0.0,no,furnished,
2100000.0,3000.0,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
1767150.0,2400.0,3.0,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,
4235000.0,2787.0,3.0,1.0,1.0,yes,no,yes,no,no,0.0,yes,furnished,
3850000.0,2176.0,2.0,1.0,2.0,yes,yes,no,no,no,0.0,yes,semi-furnished,
9681000.0,6000.0,4.0,3.0,2.0,yes,yes,yes,yes,no,2.0,no,semi-furnished,
4893000.0,4995.0,4.0,2.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished,
8463000.0,6001.0,3.0,3.0,4.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,
4410000.0,3968.0,3.0,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,
5740000.0,5400.0,4.0,2.0,2.0,yes,no,no,no,yes,2.0,no,unfurnished,
1750000.0,2910.0,3.0,1.0,1.0,no,no,no,no,no,0.0,no,furnished,
8645000.0,8050.0,3.0,1.0,1.0,yes,yes,yes,,yes,1.0,no,furnished,
6300000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,no,1.0,no,semi-furnished,
9310000.0,6551.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished,
4445000.0,3750.0,2.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished,
3150000.0,3500.0,2.0,1.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,
8043000.0,7482.0,3.0,3.0,3.0,yes,no,no,yes,no,1.0,yes,furnished,
1890000.0,3649.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
4830000.0,4815.0,2.0,1.0,1.0,yes,no,no,no,yes,0.0,,semi-furnished,
5250000.0,5500.0,3.0,2.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished,
4060000.0,4340.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
5803000.0,7000.0,3.0,1.0,1.0,yes,no,yes,no,no,2.0,yes,semi-furnished,
3815000.0,3150.0,2.0,2.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,
6090000.0,8372.0,3.0,1.0,3.0,yes,no,no,no,yes,2.0,no,unfurnished,
5215000.0,3180.0,3.0,2.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,
6650000.0,6500.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,furnished,
6090000.0,6600.0,3.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,semi-furnished,
4480000.0,8250.0,3.0,,1.0,yes,no,no,no,,0.0,no,furnished,
9100000.0,6600.0,,2.0,,yes,yes,yes,no,yes,1.0,yes,unfurnished,
3570000.0,3150.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,furnished,
5033000.0,4800.0,2.0,1.0,1.0,yes,yes,,no,,0.0,no,,
6020000.0,6900.0,,2.0,1.0,yes,yes,yes,no,no,0.0,yes,unfurnished,
3920000.0,3816.0,2.0,1.0,1.0,yes,no,yes,no,yes,2.0,no,furnished,
9800000.0,5750.0,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,yes,unfurnished,
3118850.0,2398.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished,
5425000.0,6825.0,3.0,1.0,1.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,
7035000.0,6361.0,4.0,2.0,3.0,yes,no,no,no,yes,2.0,yes,furnished,
9100000.0,6600.0,4.0,3.0,2.0,yes,yes,yes,no,yes,1.0,yes,unfurnished,
6650000.0,6420.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,furnished,
6125000.0,6420.0,3.0,1.0,3.0,yes,no,yes,no,no,0.0,yes,unfurnished,
5040000.0,3540.0,2.0,1.0,1.0,no,yes,yes,no,no,0.0,no,semi-furnished,
6510000.0,3760.0,3.0,1.0,2.0,yes,no,no,yes,no,2.0,no,semi-furnished,
4543000.0,4100.0,2.0,2.0,1.0,yes,yes,yes,no,no,0.0,no,,
,6840.0,5.0,2.0,2.0,yes,yes,yes,no,,1.0,,furnished,
2695000.0,4000.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
9240000.0,3501.0,4.0,2.0,2.0,yes,no,no,yes,no,2.0,no,furnished,
5880000.0,7160.0,3.0,1.0,1.0,yes,no,yes,no,no,2.0,yes,unfurnished,
3710000.0,4040.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
5565000.0,4400.0,4.0,1.0,2.0,yes,no,no,no,yes,2.0,yes,semi-furnished,
3920000.0,5500.0,4.0,1.0,2.0,yes,yes,yes,no,no,0.0,no,semi-furnished,
4865000.0,4350.0,2.0,1.0,1.0,yes,no,yes,no,no,0.0,no,unfurnished,
4200000.0,5500.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,
10150000.0,16200.0,,3.0,2.0,yes,,no,no,no,0.0,no,unfurnished,
4305000.0,4400.0,2.0,1.0,1.0,,no,no,no,no,1.0,no,semi-furnished,
4900000.0,6720.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
6650000.0,6000.0,3.0,2.0,3.0,yes,yes,no,no,yes,0.0,no,furnished,
7490000.0,6600.0,3.0,1.0,4.0,yes,no,no,no,yes,3.0,yes,furnished,
6090000.0,6615.0,4.0,2.0,2.0,yes,yes,no,yes,no,1.0,no,semi-furnished,
5600000.0,5000.0,3.0,1.0,4.0,yes,no,no,no,no,0.0,no,furnished,
3920000.0,,2.0,1.0,1.0,yes,no,,yes,no,1.0,no,furnished,
3255000.0,4500.0,2.0,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,
3150000.0,3450.0,3.0,1.0,,yes,no,yes,no,no,0.0,no,semi-furnished,
8463000.0,6000.0,3.0,3.0,4.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,
,7681.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished,
4480000.0,8250.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,
9240000.0,7800.0,3.0,3.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,
3500000.0,3990.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,
5495000.0,2817.0,4.0,2.0,2.0,no,yes,yes,no,no,1.0,no,furnished,
3080000.0,2160.0,3.0,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,
8120000.0,6841.0,5.0,2.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,
3430000.0,3850.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
4515000.0,3450.0,3.0,1.0,2.0,yes,no,yes,no,no,1.0,no,semi-furnished,
8645000.0,8050.0,3.0,2.0,1.0,yes,yes,yes,no,yes,1.0,no,furnished,
6629000.0,6000.0,3.0,1.0,2.0,yes,no,no,yes,no,1.0,yes,semi-furnished,
3640000.0,3000.0,2.0,,2.0,yes,no,no,no,yes,0.0,no,furnished,
5285000.0,4600.0,2.0,2.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,
4095000.0,5600.0,2.0,1.0,1.0,yes,no,no,no,yes,0.0,no,semi-furnished,
1820000.0,3000.0,2.0,1.0,1.0,yes,no,yes,no,no,2.0,no,unfurnished,
8190000.0,5960.0,3.0,4.0,2.0,yes,yes,yes,no,no,1.0,no,unfurnished,
4620000.0,5680.0,3.0,1.0,2.0,yes,yes,no,no,yes,1.0,no,semi-furnished,
6405000.0,4800.0,3.0,2.0,4.0,yes,yes,no,no,yes,0.0,no,furnished,
5530000.0,6100.0,3.0,2.0,1.0,yes,no,yes,no,no,2.0,yes,furnished,
2485000.0,4400.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
4550000.0,5320.0,3.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished,
8400000.0,7001.0,3.0,1.0,4.0,yes,no,no,no,yes,2.0,no,semi-furnished,
7210000.0,6001.0,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,furnished,
2450000.0,7700.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
4900000.0,4646.0,3.0,1.0,2.0,yes,yes,yes,no,no,2.0,no,semi-furnished,
8400000.0,7950.0,5.0,2.0,2.0,yes,no,yes,yes,no,2.0,no,unfurnished,
3773000.0,8250.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,no,furnished,
6300000.0,9000.0,3.0,1.0,1.0,yes,no,yes,no,no,1.0,yes,furnished,
3920000.0,3000.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,
9100000.0,6600.0,4.0,2.0,2.0,yes,yes,yes,no,yes,1.0,yes,unfurnished,
4130000.0,5985.0,3.0,1.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished,
6440000.0,5000.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,
5215000.0,4500.0,4.0,2.0,1.0,no,no,yes,no,yes,2.0,no,semi-furnished,
5950000.0,6540.0,3.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,furnished,
8645000.0,8051.0,3.0,2.0,1.0,yes,yes,yes,no,yes,1.0,no,furnished,
7560000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,yes,1.0,no,furnished,
4095000.0,5600.0,,1.0,1.0,yes,,no,no,yes,0.0,no,semi-furnished,
3430000.0,1950.0,3.0,2.0,2.0,yes,no,yes,no,no,0.0,yes,unfurnished,
3836000.0,3350.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
3990000.0,6480.0,3.0,1.0,2.0,no,no,no,no,yes,1.0,no,semi-furnished,
7840000.0,6361.0,3.0,2.0,4.0,yes,no,,no,yes,0.0,yes,furnished,
5652500.0,6660.0,4.0,2.0,2.0,yes,yes,yes,no,no,1.0,yes,semi-furnished,
2940000.0,5850.0,3.0,1.0,2.0,yes,no,yes,no,no,1.0,no,unfurnished,
2653000.0,3185.0,2.0,1.0,1.0,yes,no,no,no,yes,0.0,no,unfurnished,
12250000.0,8960.0,4.0,4.0,4.0,yes,no,no,no,yes,3.0,no,furnished,
4690000.0,5400.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,
5600000.0,10500.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,
2100000.0,3360.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,
3150000.0,6750.0,2.0,,1.0,yes,no,no,no,,0.0,no,semi-furnished,
6580000.0,6000.0,3.0,2.0,4.0,yes,no,no,no,yes,0.0,no,semi-furnished,
3703000.0,,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,
8680000.0,7156.0,3.0,2.0,1.0,yes,,yes,,yes,2.0,no,unfurnished,
5229000.0,7085.0,3.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,semi-furnished,
4165000.0,4080.0,,1.0,2.0,yes,no,,no,no,2.0,no,semi-furnished,
7245000.0,9001.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,yes,furnished,
7700000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,no,2.0,no,semi-furnished,
4200000.0,2325.0,3.0,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,
8960000.0,8500.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,furnished,
3920000.0,5500.0,4.0,1.0,2.0,yes,yes,,no,no,0.0,no,semi-furnished,
4690000.0,4320.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished,
3850000.0,7152.0,3.0,1.0,2.0,yes,no,no,no,yes,,no,furnished,
6930000.0,13201.0,,1.0,1.0,yes,no,,yes,no,1.0,no,furnished,
10150000.0,8580.0,4.0,3.0,4.0,yes,no,no,no,yes,2.0,yes,semi-furnished,
8890000.0,,3.0,3.0,2.0,yes,,no,,yes,2.0,no,furnished,
5250000.0,10269.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,yes,semi-furnished,
3010000.0,5076.0,3.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,
8855000.0,6420.0,3.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished,
5943000.0,15600.0,3.0,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,
8400000.0,5501.0,4.0,2.0,2.0,yes,no,yes,no,yes,1.0,yes,semi-furnished,
1750000.0,3620.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
8645000.0,4561.0,3.0,2.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,
2660000.0,4000.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
6615000.0,10500.0,3.0,2.0,1.0,yes,no,yes,no,yes,1.0,yes,furnished,
8855000.0,6421.0,3.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished,
4340000.0,4500.0,3.0,2.0,3.0,yes,no,no,yes,no,1.0,no,furnished,
5600000.0,6600.0,4.0,2.0,1.0,yes,no,yes,no,no,0.0,yes,semi-furnished,
4200000.0,4000.0,4.0,2.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,
3500000.0,9500.0,,1.0,2.0,yes,no,no,no,no,3.0,,unfurnished,
9240000.0,3500.0,4.0,2.0,2.0,yes,no,no,yes,no,2.0,no,furnished,
8750000.0,4321.0,3.0,1.0,,yes,no,yes,yes,no,2.0,,semi-furnished,
3500000.0,3480.0,3.0,1.0,1.0,no,no,no,no,yes,0.0,no,unfurnished,
5600000.0,10500.0,4.0,2.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
4403000.0,4880.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,yes,unfurnished,
13300000.0,7420.0,4.0,2.0,3.0,yes,no,no,no,yes,2.0,yes,,
7490000.0,6601.0,3.0,1.0,4.0,yes,no,no,no,yes,3.0,yes,furnished,
5530000.0,3650.0,3.0,2.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,
4382000.0,4950.0,4.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,
12215000.0,7500.0,4.0,2.0,2.0,yes,no,yes,no,yes,,yes,furnished,
4515000.0,3520.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,yes,furnished,
7420000.0,6325.0,3.0,1.0,4.0,yes,no,no,no,yes,1.0,no,unfurnished,
4340000.0,3500.0,4.0,1.0,2.0,yes,no,no,no,no,2.0,no,furnished,
,,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,yes,unfurnished,
6720000.0,5020.0,3.0,1.0,4.0,yes,no,no,no,yes,0.0,yes,unfurnished,
3360000.0,3750.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
5390000.0,6710.0,3.0,2.0,2.0,yes,yes,yes,no,no,1.0,yes,furnished,
3920000.0,3290.0,2.0,1.0,1.0,yes,no,no,yes,no,1.0,no,furnished,
2590000.0,4400.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
10850000.0,7500.0,3.0,3.0,1.0,yes,no,yes,no,yes,2.0,yes,semi-furnished,
8540000.0,6541.0,4.0,3.0,2.0,yes,yes,yes,no,yes,2.0,yes,furnished,
4200000.0,3520.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,
4200000.0,5850.0,2.0,1.0,1.0,yes,yes,yes,no,no,2.0,no,semi-furnished,
2450000.0,3000.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,
4200000.0,2747.0,4.0,2.0,2.0,no,no,no,,no,0.0,no,semi-furnished,
3745000.0,3480.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished,
3290000.0,4040.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
,6541.0,4.0,2.0,2.0,yes,yes,,no,yes,2.0,yes,furnished,
6650000.0,4040.0,3.0,1.0,2.0,yes,no,yes,yes,no,1.0,no,furnished,
8540000.0,6540.0,4.0,3.0,2.0,yes,yes,yes,no,yes,2.0,yes,furnished,
5873000.0,11460.0,3.0,1.0,3.0,yes,no,no,no,no,2.0,yes,semi-furnished,
9240000.0,7801.0,3.0,2.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,
3150000.0,6750.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
5600000.0,6600.0,4.0,2.0,1.0,yes,no,yes,no,no,,yes,semi-furnished,
7980000.0,9001.0,4.0,2.0,4.0,yes,no,no,no,yes,2.0,no,furnished,
6440000.0,8580.0,5.0,3.0,2.0,yes,no,no,no,no,2.0,no,furnished,
4795000.0,7000.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,
6475000.0,3960.0,,1.0,1.0,yes,no,yes,no,no,2.0,no,semi-furnished,
7962500.0,6001.0,3.0,1.0,4.0,yes,yes,no,no,yes,2.0,no,unfurnished,
1960000.0,3420.0,5.0,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,
6650000.0,5700.0,3.0,1.0,1.0,yes,yes,yes,no,yes,,yes,furnished,
2485000.0,3000.0,3.0,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,
5866000.0,4800.0,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,unfurnished,
4098500.0,3600.0,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,furnished,
,7000.0,3.0,2.0,4.0,yes,,no,no,yes,2.0,no,furnished,
4403000.0,4920.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
3633000.0,3520.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,yes,unfurnished,
2653000.0,4000.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,
8855000.0,6421.0,3.0,3.0,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished,
3010000.0,3750.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
4340000.0,1905.0,5.0,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,
3220000.0,2684.0,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,unfurnished,
